Filename,Label,ClassName
AnnualCrop/AnnualCrop_84.tif,0,AnnualCrop
SeaLake/SeaLake_811.tif,9,SeaLake
Industrial/Industrial_1507.tif,4,Industrial
SeaLake/Jakarta_000484.tif,9,SeaLake
Highway/Highway_2060.tif,3,Highway
Forest/Forest_5.tif,1,Forest
Residential/Residential_86.tif,7,Residential
HerbaceousVegetation/HerbaceousVegetation_1630.tif,2,HerbaceousVegetation
Highway/Highway_1144.tif,3,Highway
River/River_2001.tif,8,River
River/River_2266.tif,8,River
SeaLake/SeaLake_1347.tif,9,SeaLake
HerbaceousVegetation/HerbaceousVegetation_1683.tif,2,HerbaceousVegetation
AnnualCrop/AnnualCrop_1744.tif,0,AnnualCrop
SeaLake/SeaLake_2093.tif,9,SeaLake
Industrial/Industrial_2240.tif,4,Industrial
Forest/Forest_1481.tif,1,Forest
Highway/Highway_1438.tif,3,Highway
Highway/Highway_1327.tif,3,Highway
Residential/Residential_2206.tif,7,Residential
AnnualCrop/AnnualCrop_706.tif,0,AnnualCrop
Industrial/Industrial_1968.tif,4,Industrial
Forest/Forest_2891.tif,1,Forest
River/River_2442.tif,8,River
Industrial/Industrial_1062.tif,4,Industrial
Residential/Residential_2297.tif,7,Residential
Residential/Residential_2093.tif,7,Residential
Industrial/Industrial_1466.tif,4,Industrial
Residential/Residential_407.tif,7,Residential
AnnualCrop/AnnualCrop_767.tif,0,AnnualCrop
Residential/Residential_840.tif,7,Residential
Forest/Forest_2577.tif,1,Forest
PermanentCrop/PermanentCrop_84.tif,6,PermanentCrop
Industrial/Industrial_1160.tif,4,Industrial
Industrial/Industrial_420.tif,4,Industrial
SeaLake/SeaLake_2746.tif,9,SeaLake
SeaLake/SeaLake_1051.tif,9,SeaLake
Residential/Residential_2160.tif,7,Residential
Highway/Highway_328.tif,3,Highway
Highway/Highway_2390.tif,3,Highway
PermanentCrop/PermanentCrop_77.tif,6,PermanentCrop
Industrial/Industrial_2350.tif,4,Industrial
Forest/Forest_591.tif,1,Forest
AnnualCrop/AnnualCrop_2062.tif,0,AnnualCrop
Forest/Forest_2556.tif,1,Forest
Industrial/Industrial_1657.tif,4,Industrial
HerbaceousVegetation/HerbaceousVegetation_2493.tif,2,HerbaceousVegetation
Pasture/Pasture_70.tif,5,Pasture
Industrial/Industrial_947.tif,4,Industrial
Industrial/Industrial_569.tif,4,Industrial
Forest/Forest_1881.tif,1,Forest
PermanentCrop/PermanentCrop_2110.tif,6,PermanentCrop
Forest/Forest_2967.tif,1,Forest
River/River_1797.tif,8,River
Forest/Forest_615.tif,1,Forest
HerbaceousVegetation/HerbaceousVegetation_1741.tif,2,HerbaceousVegetation
Industrial/Industrial_2362.tif,4,Industrial
River/River_2409.tif,8,River
Pasture/Pasture_1658.tif,5,Pasture
SeaLake/Jakarta_000380.tif,9,SeaLake
PermanentCrop/PermanentCrop_2393.tif,6,PermanentCrop
Residential/Residential_72.tif,7,Residential
PermanentCrop/PermanentCrop_1601.tif,6,PermanentCrop
Residential/Residential_1259.tif,7,Residential
Residential/Residential_1034.tif,7,Residential
Forest/Forest_1129.tif,1,Forest
River/River_765.tif,8,River
Pasture/Pasture_177.tif,5,Pasture
Highway/Highway_279.tif,3,Highway
SeaLake/SeaLake_598.tif,9,SeaLake
River/River_2103.tif,8,River
Pasture/Pasture_1665.tif,5,Pasture
SeaLake/SeaLake_7.tif,9,SeaLake
River/River_1128.tif,8,River
HerbaceousVegetation/HerbaceousVegetation_450.tif,2,HerbaceousVegetation
SeaLake/SeaLake_1576.tif,9,SeaLake
Industrial/Industrial_865.tif,4,Industrial
River/River_1558.tif,8,River
SeaLake/SeaLake_932.tif,9,SeaLake
SeaLake/SeaLake_1109.tif,9,SeaLake
Residential/Residential_2552.tif,7,Residential
Industrial/Industrial_1891.tif,4,Industrial
Forest/Forest_994.tif,1,Forest
Pasture/Pasture_373.tif,5,Pasture
Industrial/Industrial_1852.tif,4,Industrial
Pasture/Pasture_1948.tif,5,Pasture
AnnualCrop/AnnualCrop_2094.tif,0,AnnualCrop
Residential/Residential_170.tif,7,Residential
SeaLake/SeaLake_1182.tif,9,SeaLake
SeaLake/SeaLake_2981.tif,9,SeaLake
SeaLake/SeaLake_681.tif,9,SeaLake
River/River_1677.tif,8,River
HerbaceousVegetation/HerbaceousVegetation_649.tif,2,HerbaceousVegetation
Highway/Highway_1001.tif,3,Highway
HerbaceousVegetation/HerbaceousVegetation_504.tif,2,HerbaceousVegetation
Residential/Residential_113.tif,7,Residential
Highway/Highway_1232.tif,3,Highway
Industrial/Industrial_1382.tif,4,Industrial
Industrial/Industrial_1053.tif,4,Industrial
Industrial/Industrial_2295.tif,4,Industrial
Residential/Residential_2263.tif,7,Residential
Forest/Forest_2228.tif,1,Forest
River/River_467.tif,8,River
SeaLake/SeaLake_2465.tif,9,SeaLake
AnnualCrop/AnnualCrop_673.tif,0,AnnualCrop
Residential/Residential_917.tif,7,Residential
HerbaceousVegetation/HerbaceousVegetation_1301.tif,2,HerbaceousVegetation
River/River_2355.tif,8,River
Pasture/Pasture_564.tif,5,Pasture
PermanentCrop/PermanentCrop_999.tif,6,PermanentCrop
Residential/Residential_2754.tif,7,Residential
Residential/Residential_1136.tif,7,Residential
Residential/Residential_946.tif,7,Residential
SeaLake/SeaLake_1941.tif,9,SeaLake
AnnualCrop/AnnualCrop_1857.tif,0,AnnualCrop
Forest/Forest_583.tif,1,Forest
Pasture/Pasture_374.tif,5,Pasture
SeaLake/SeaLake_937.tif,9,SeaLake
PermanentCrop/PermanentCrop_2214.tif,6,PermanentCrop
Forest/Forest_1097.tif,1,Forest
PermanentCrop/PermanentCrop_1284.tif,6,PermanentCrop
PermanentCrop/PermanentCrop_2207.tif,6,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_396.tif,2,HerbaceousVegetation
Industrial/Industrial_488.tif,4,Industrial
AnnualCrop/AnnualCrop_1430.tif,0,AnnualCrop
Industrial/Industrial_2390.tif,4,Industrial
AnnualCrop/AnnualCrop_103.tif,0,AnnualCrop
AnnualCrop/AnnualCrop_2593.tif,0,AnnualCrop
Highway/Highway_497.tif,3,Highway
Highway/Highway_1099.tif,3,Highway
PermanentCrop/PermanentCrop_2425.tif,6,PermanentCrop
Industrial/Industrial_2232.tif,4,Industrial
PermanentCrop/PermanentCrop_1618.tif,6,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_1375.tif,2,HerbaceousVegetation
SeaLake/Jakarta_000208.tif,9,SeaLake
Industrial/Industrial_1199.tif,4,Industrial
Pasture/Pasture_1142.tif,5,Pasture
Industrial/Industrial_570.tif,4,Industrial
Pasture/Pasture_1638.tif,5,Pasture
AnnualCrop/AnnualCrop_2574.tif,0,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_2464.tif,2,HerbaceousVegetation
PermanentCrop/PermanentCrop_1489.tif,6,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_488.tif,2,HerbaceousVegetation
River/River_1391.tif,8,River
AnnualCrop/AnnualCrop_14.tif,0,AnnualCrop
SeaLake/SeaLake_1905.tif,9,SeaLake
AnnualCrop/AnnualCrop_1262.tif,0,AnnualCrop
Residential/Residential_2469.tif,7,Residential
Forest/Forest_2024.tif,1,Forest
Forest/Forest_2488.tif,1,Forest
PermanentCrop/PermanentCrop_645.tif,6,PermanentCrop
River/River_1147.tif,8,River
HerbaceousVegetation/HerbaceousVegetation_1580.tif,2,HerbaceousVegetation
Residential/Residential_399.tif,7,Residential
River/River_356.tif,8,River
AnnualCrop/AnnualCrop_1689.tif,0,AnnualCrop
SeaLake/SeaLake_1197.tif,9,SeaLake
Pasture/Pasture_211.tif,5,Pasture
Highway/Highway_953.tif,3,Highway
Industrial/Industrial_253.tif,4,Industrial
Industrial/Industrial_1399.tif,4,Industrial
AnnualCrop/AnnualCrop_1860.tif,0,AnnualCrop
PermanentCrop/PermanentCrop_1288.tif,6,PermanentCrop
PermanentCrop/PermanentCrop_309.tif,6,PermanentCrop
Forest/Forest_653.tif,1,Forest
Forest/Forest_1870.tif,1,Forest
Residential/Residential_741.tif,7,Residential
HerbaceousVegetation/HerbaceousVegetation_2538.tif,2,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_359.tif,2,HerbaceousVegetation
Highway/Highway_405.tif,3,Highway
River/River_1964.tif,8,River
Forest/Forest_443.tif,1,Forest
PermanentCrop/PermanentCrop_1077.tif,6,PermanentCrop
Forest/Forest_464.tif,1,Forest
AnnualCrop/AnnualCrop_64.tif,0,AnnualCrop
Highway/Highway_1747.tif,3,Highway
SeaLake/SeaLake_379.tif,9,SeaLake
AnnualCrop/AnnualCrop_38.tif,0,AnnualCrop
AnnualCrop/AnnualCrop_2655.tif,0,AnnualCrop
Forest/Forest_2677.tif,1,Forest
Industrial/Industrial_1041.tif,4,Industrial
HerbaceousVegetation/HerbaceousVegetation_2146.tif,2,HerbaceousVegetation
Pasture/Pasture_198.tif,5,Pasture
PermanentCrop/PermanentCrop_2065.tif,6,PermanentCrop
Industrial/Industrial_458.tif,4,Industrial
Industrial/Industrial_2313.tif,4,Industrial
Pasture/Pasture_1186.tif,5,Pasture
AnnualCrop/AnnualCrop_899.tif,0,AnnualCrop
AnnualCrop/AnnualCrop_2524.tif,0,AnnualCrop
Industrial/Industrial_1593.tif,4,Industrial
PermanentCrop/PermanentCrop_797.tif,6,PermanentCrop
AnnualCrop/AnnualCrop_1452.tif,0,AnnualCrop
Pasture/Pasture_1359.tif,5,Pasture
Highway/Highway_275.tif,3,Highway
SeaLake/Jakarta_000295.tif,9,SeaLake
Residential/Residential_188.tif,7,Residential
Forest/Forest_1082.tif,1,Forest
Highway/Highway_2403.tif,3,Highway
AnnualCrop/AnnualCrop_2793.tif,0,AnnualCrop
Industrial/Industrial_793.tif,4,Industrial
Forest/Forest_2310.tif,1,Forest
Industrial/Industrial_784.tif,4,Industrial
Industrial/Industrial_1091.tif,4,Industrial
Forest/Forest_2883.tif,1,Forest
Residential/Residential_1280.tif,7,Residential
PermanentCrop/PermanentCrop_1700.tif,6,PermanentCrop
Forest/Forest_1310.tif,1,Forest
Residential/Residential_2595.tif,7,Residential
Highway/Highway_2204.tif,3,Highway
Highway/Highway_1781.tif,3,Highway
HerbaceousVegetation/HerbaceousVegetation_1069.tif,2,HerbaceousVegetation
Residential/Residential_1677.tif,7,Residential
Highway/Highway_417.tif,3,Highway
River/River_551.tif,8,River
HerbaceousVegetation/HerbaceousVegetation_2710.tif,2,HerbaceousVegetation
Industrial/Industrial_209.tif,4,Industrial
SeaLake/SeaLake_2980.tif,9,SeaLake
Highway/Highway_169.tif,3,Highway
Highway/Highway_1894.tif,3,Highway
River/River_2058.tif,8,River
Highway/Highway_674.tif,3,Highway
SeaLake/Jakarta_000181.tif,9,SeaLake
Industrial/Industrial_2484.tif,4,Industrial
SeaLake/SeaLake_605.tif,9,SeaLake
Pasture/Pasture_831.tif,5,Pasture
Industrial/Industrial_446.tif,4,Industrial
Industrial/Industrial_2042.tif,4,Industrial
AnnualCrop/AnnualCrop_2184.tif,0,AnnualCrop
River/River_1186.tif,8,River
PermanentCrop/PermanentCrop_266.tif,6,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_2150.tif,2,HerbaceousVegetation
Pasture/Pasture_411.tif,5,Pasture
Pasture/Pasture_455.tif,5,Pasture
SeaLake/SeaLake_1078.tif,9,SeaLake
Industrial/Industrial_606.tif,4,Industrial
Highway/Highway_1936.tif,3,Highway
River/River_166.tif,8,River
River/River_1748.tif,8,River
PermanentCrop/PermanentCrop_1434.tif,6,PermanentCrop
SeaLake/SeaLake_638.tif,9,SeaLake
River/River_822.tif,8,River
SeaLake/SeaLake_1849.tif,9,SeaLake
AnnualCrop/AnnualCrop_1186.tif,0,AnnualCrop
AnnualCrop/AnnualCrop_1846.tif,0,AnnualCrop
Industrial/Industrial_2055.tif,4,Industrial
SeaLake/SeaLake_1221.tif,9,SeaLake
AnnualCrop/AnnualCrop_1497.tif,0,AnnualCrop
AnnualCrop/AnnualCrop_1616.tif,0,AnnualCrop
PermanentCrop/PermanentCrop_2320.tif,6,PermanentCrop
River/River_903.tif,8,River
Forest/Forest_319.tif,1,Forest
River/River_1842.tif,8,River
HerbaceousVegetation/HerbaceousVegetation_2768.tif,2,HerbaceousVegetation
AnnualCrop/AnnualCrop_379.tif,0,AnnualCrop
Pasture/Pasture_962.tif,5,Pasture
HerbaceousVegetation/HerbaceousVegetation_2772.tif,2,HerbaceousVegetation
Industrial/Industrial_104.tif,4,Industrial
Industrial/Industrial_1257.tif,4,Industrial
Residential/Residential_1580.tif,7,Residential
SeaLake/SeaLake_262.tif,9,SeaLake
Forest/Forest_320.tif,1,Forest
Residential/Residential_2448.tif,7,Residential
Forest/Forest_494.tif,1,Forest
HerbaceousVegetation/HerbaceousVegetation_2303.tif,2,HerbaceousVegetation
SeaLake/SeaLake_2061.tif,9,SeaLake
Residential/Residential_2402.tif,7,Residential
HerbaceousVegetation/HerbaceousVegetation_263.tif,2,HerbaceousVegetation
PermanentCrop/PermanentCrop_1682.tif,6,PermanentCrop
PermanentCrop/PermanentCrop_511.tif,6,PermanentCrop
SeaLake/Jakarta_000258.tif,9,SeaLake
AnnualCrop/AnnualCrop_1514.tif,0,AnnualCrop
AnnualCrop/AnnualCrop_2388.tif,0,AnnualCrop
Residential/Residential_574.tif,7,Residential
SeaLake/SeaLake_2392.tif,9,SeaLake
Forest/Forest_1414.tif,1,Forest
HerbaceousVegetation/HerbaceousVegetation_2369.tif,2,HerbaceousVegetation
PermanentCrop/PermanentCrop_2460.tif,6,PermanentCrop
River/River_1761.tif,8,River
PermanentCrop/PermanentCrop_1827.tif,6,PermanentCrop
Residential/Residential_1457.tif,7,Residential
PermanentCrop/PermanentCrop_1644.tif,6,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_1438.tif,2,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_355.tif,2,HerbaceousVegetation
Industrial/Industrial_1444.tif,4,Industrial
Industrial/Industrial_2074.tif,4,Industrial
SeaLake/SeaLake_2995.tif,9,SeaLake
HerbaceousVegetation/HerbaceousVegetation_1920.tif,2,HerbaceousVegetation
Forest/Forest_2977.tif,1,Forest
Forest/Forest_808.tif,1,Forest
SeaLake/Bombay_000023.tif,9,SeaLake
AnnualCrop/AnnualCrop_816.tif,0,AnnualCrop
Highway/Highway_1851.tif,3,Highway
AnnualCrop/AnnualCrop_2969.tif,0,AnnualCrop
Forest/Forest_314.tif,1,Forest
Industrial/Industrial_709.tif,4,Industrial
HerbaceousVegetation/HerbaceousVegetation_1924.tif,2,HerbaceousVegetation
Forest/Forest_611.tif,1,Forest
Industrial/Industrial_864.tif,4,Industrial
Highway/Highway_1881.tif,3,Highway
HerbaceousVegetation/HerbaceousVegetation_2751.tif,2,HerbaceousVegetation
Industrial/Industrial_396.tif,4,Industrial
Industrial/Industrial_1133.tif,4,Industrial
SeaLake/SeaLake_645.tif,9,SeaLake
PermanentCrop/PermanentCrop_2290.tif,6,PermanentCrop
Pasture/Pasture_1730.tif,5,Pasture
AnnualCrop/AnnualCrop_708.tif,0,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_457.tif,2,HerbaceousVegetation
SeaLake/SeaLake_2284.tif,9,SeaLake
Residential/Residential_2106.tif,7,Residential
PermanentCrop/PermanentCrop_1762.tif,6,PermanentCrop
Pasture/Pasture_1128.tif,5,Pasture
PermanentCrop/PermanentCrop_545.tif,6,PermanentCrop
River/River_1304.tif,8,River
Industrial/Industrial_203.tif,4,Industrial
PermanentCrop/PermanentCrop_1636.tif,6,PermanentCrop
Forest/Forest_1853.tif,1,Forest
PermanentCrop/PermanentCrop_785.tif,6,PermanentCrop
River/River_790.tif,8,River
Pasture/Pasture_361.tif,5,Pasture
Residential/Residential_2975.tif,7,Residential
Forest/Forest_2480.tif,1,Forest
River/River_1527.tif,8,River
SeaLake/Jakarta_000330.tif,9,SeaLake
Forest/Forest_1640.tif,1,Forest
HerbaceousVegetation/HerbaceousVegetation_927.tif,2,HerbaceousVegetation
Pasture/Pasture_1734.tif,5,Pasture
Industrial/Industrial_1241.tif,4,Industrial
Residential/Residential_2788.tif,7,Residential
AnnualCrop/AnnualCrop_524.tif,0,AnnualCrop
AnnualCrop/AnnualCrop_462.tif,0,AnnualCrop
AnnualCrop/AnnualCrop_1493.tif,0,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_1599.tif,2,HerbaceousVegetation
SeaLake/SeaLake_1414.tif,9,SeaLake
Pasture/Pasture_1998.tif,5,Pasture
SeaLake/Jakarta_000442.tif,9,SeaLake
SeaLake/SeaLake_1402.tif,9,SeaLake
Forest/Forest_1788.tif,1,Forest
SeaLake/Jakarta_000087.tif,9,SeaLake
PermanentCrop/PermanentCrop_2231.tif,6,PermanentCrop
Industrial/Industrial_165.tif,4,Industrial
SeaLake/Jakarta_000418.tif,9,SeaLake
Forest/Forest_2682.tif,1,Forest
Highway/Highway_2388.tif,3,Highway
Highway/Highway_612.tif,3,Highway
Industrial/Industrial_1795.tif,4,Industrial
Residential/Residential_1799.tif,7,Residential
Highway/Highway_1468.tif,3,Highway
River/River_2405.tif,8,River
Highway/Highway_1584.tif,3,Highway
River/River_1439.tif,8,River
HerbaceousVegetation/HerbaceousVegetation_502.tif,2,HerbaceousVegetation
Pasture/Pasture_1145.tif,5,Pasture
PermanentCrop/PermanentCrop_2495.tif,6,PermanentCrop
Residential/Residential_2040.tif,7,Residential
AnnualCrop/AnnualCrop_2875.tif,0,AnnualCrop
Highway/Highway_1710.tif,3,Highway
Residential/Residential_416.tif,7,Residential
River/River_1190.tif,8,River
Industrial/Industrial_1954.tif,4,Industrial
Pasture/Pasture_1344.tif,5,Pasture
SeaLake/Bombay_000059.tif,9,SeaLake
Residential/Residential_1864.tif,7,Residential
Pasture/Pasture_1028.tif,5,Pasture
SeaLake/SeaLake_2683.tif,9,SeaLake
PermanentCrop/PermanentCrop_1380.tif,6,PermanentCrop
Industrial/Industrial_875.tif,4,Industrial
AnnualCrop/AnnualCrop_2496.tif,0,AnnualCrop
Forest/Forest_2630.tif,1,Forest
Forest/Forest_924.tif,1,Forest
Forest/Forest_2163.tif,1,Forest
SeaLake/SeaLake_1293.tif,9,SeaLake
River/River_1757.tif,8,River
Forest/Forest_599.tif,1,Forest
River/River_654.tif,8,River
Industrial/Industrial_2475.tif,4,Industrial
Industrial/Industrial_91.tif,4,Industrial
HerbaceousVegetation/HerbaceousVegetation_1473.tif,2,HerbaceousVegetation
PermanentCrop/PermanentCrop_1964.tif,6,PermanentCrop
Residential/Residential_168.tif,7,Residential
AnnualCrop/AnnualCrop_2392.tif,0,AnnualCrop
Highway/Highway_424.tif,3,Highway
Residential/Residential_689.tif,7,Residential
PermanentCrop/PermanentCrop_787.tif,6,PermanentCrop
Forest/Forest_864.tif,1,Forest
River/River_1578.tif,8,River
AnnualCrop/AnnualCrop_1102.tif,0,AnnualCrop
SeaLake/SeaLake_472.tif,9,SeaLake
Industrial/Industrial_2334.tif,4,Industrial
AnnualCrop/AnnualCrop_849.tif,0,AnnualCrop
AnnualCrop/AnnualCrop_2025.tif,0,AnnualCrop
Pasture/Pasture_1264.tif,5,Pasture
Forest/Forest_1170.tif,1,Forest
Forest/Forest_650.tif,1,Forest
Highway/Highway_1421.tif,3,Highway
SeaLake/SeaLake_1079.tif,9,SeaLake
PermanentCrop/PermanentCrop_1998.tif,6,PermanentCrop
Industrial/Industrial_2425.tif,4,Industrial
Residential/Residential_1577.tif,7,Residential
River/River_296.tif,8,River
HerbaceousVegetation/HerbaceousVegetation_204.tif,2,HerbaceousVegetation
Highway/Highway_1587.tif,3,Highway
Industrial/Industrial_1404.tif,4,Industrial
Residential/Residential_923.tif,7,Residential
Highway/Highway_2181.tif,3,Highway
River/River_1670.tif,8,River
HerbaceousVegetation/HerbaceousVegetation_2635.tif,2,HerbaceousVegetation
AnnualCrop/AnnualCrop_1526.tif,0,AnnualCrop
River/River_1189.tif,8,River
Residential/Residential_1556.tif,7,Residential
HerbaceousVegetation/HerbaceousVegetation_1278.tif,2,HerbaceousVegetation
Forest/Forest_1934.tif,1,Forest
HerbaceousVegetation/HerbaceousVegetation_951.tif,2,HerbaceousVegetation
Industrial/Industrial_2377.tif,4,Industrial
Industrial/Industrial_1210.tif,4,Industrial
AnnualCrop/AnnualCrop_339.tif,0,AnnualCrop
Pasture/Pasture_558.tif,5,Pasture
SeaLake/SeaLake_2463.tif,9,SeaLake
Highway/Highway_244.tif,3,Highway
Forest/Forest_1862.tif,1,Forest
River/River_1388.tif,8,River
Highway/Highway_390.tif,3,Highway
SeaLake/SeaLake_2201.tif,9,SeaLake
Highway/Highway_2128.tif,3,Highway
Industrial/Industrial_2077.tif,4,Industrial
River/River_2499.tif,8,River
AnnualCrop/AnnualCrop_947.tif,0,AnnualCrop
River/River_1328.tif,8,River
SeaLake/SeaLake_1005.tif,9,SeaLake
Industrial/Industrial_710.tif,4,Industrial
HerbaceousVegetation/HerbaceousVegetation_2523.tif,2,HerbaceousVegetation
AnnualCrop/AnnualCrop_2209.tif,0,AnnualCrop
River/River_846.tif,8,River
PermanentCrop/PermanentCrop_2457.tif,6,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_1324.tif,2,HerbaceousVegetation
SeaLake/SeaLake_1401.tif,9,SeaLake
HerbaceousVegetation/HerbaceousVegetation_154.tif,2,HerbaceousVegetation
SeaLake/SeaLake_2890.tif,9,SeaLake
PermanentCrop/PermanentCrop_825.tif,6,PermanentCrop
Highway/Highway_1956.tif,3,Highway
Industrial/Industrial_2417.tif,4,Industrial
Industrial/Industrial_196.tif,4,Industrial
SeaLake/SeaLake_830.tif,9,SeaLake
SeaLake/SeaLake_1840.tif,9,SeaLake
PermanentCrop/PermanentCrop_1210.tif,6,PermanentCrop
Residential/Residential_644.tif,7,Residential
Highway/Highway_663.tif,3,Highway
Residential/Residential_2367.tif,7,Residential
Forest/Forest_691.tif,1,Forest
Residential/Residential_967.tif,7,Residential
AnnualCrop/AnnualCrop_2690.tif,0,AnnualCrop
Pasture/Pasture_1876.tif,5,Pasture
PermanentCrop/PermanentCrop_1247.tif,6,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_2652.tif,2,HerbaceousVegetation
Forest/Forest_447.tif,1,Forest
HerbaceousVegetation/HerbaceousVegetation_1053.tif,2,HerbaceousVegetation
SeaLake/SeaLake_2452.tif,9,SeaLake
Industrial/Industrial_634.tif,4,Industrial
PermanentCrop/PermanentCrop_447.tif,6,PermanentCrop
Industrial/Industrial_1260.tif,4,Industrial
Pasture/Pasture_1759.tif,5,Pasture
PermanentCrop/PermanentCrop_2371.tif,6,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_1309.tif,2,HerbaceousVegetation
Forest/Forest_686.tif,1,Forest
Industrial/Industrial_1031.tif,4,Industrial
HerbaceousVegetation/HerbaceousVegetation_2405.tif,2,HerbaceousVegetation
Forest/Forest_2165.tif,1,Forest
Forest/Forest_2732.tif,1,Forest
Forest/Forest_904.tif,1,Forest
Pasture/Pasture_1118.tif,5,Pasture
AnnualCrop/AnnualCrop_2472.tif,0,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_1568.tif,2,HerbaceousVegetation
Pasture/Pasture_747.tif,5,Pasture
SeaLake/SeaLake_786.tif,9,SeaLake
SeaLake/SeaLake_1856.tif,9,SeaLake
Pasture/Pasture_454.tif,5,Pasture
Highway/Highway_2297.tif,3,Highway
Residential/Residential_2383.tif,7,Residential
HerbaceousVegetation/HerbaceousVegetation_543.tif,2,HerbaceousVegetation
Forest/Forest_2433.tif,1,Forest
SeaLake/SeaLake_2659.tif,9,SeaLake
River/River_1885.tif,8,River
Forest/Forest_1781.tif,1,Forest
Forest/Forest_794.tif,1,Forest
AnnualCrop/AnnualCrop_1678.tif,0,AnnualCrop
PermanentCrop/PermanentCrop_325.tif,6,PermanentCrop
SeaLake/Jakarta_000241.tif,9,SeaLake
Industrial/Industrial_1394.tif,4,Industrial
Highway/Highway_624.tif,3,Highway
Residential/Residential_1647.tif,7,Residential
Residential/Residential_386.tif,7,Residential
HerbaceousVegetation/HerbaceousVegetation_2782.tif,2,HerbaceousVegetation
SeaLake/SeaLake_481.tif,9,SeaLake
River/River_582.tif,8,River
Highway/Highway_2269.tif,3,Highway
HerbaceousVegetation/HerbaceousVegetation_1531.tif,2,HerbaceousVegetation
Forest/Forest_1439.tif,1,Forest
HerbaceousVegetation/HerbaceousVegetation_309.tif,2,HerbaceousVegetation
Highway/Highway_606.tif,3,Highway
Pasture/Pasture_114.tif,5,Pasture
HerbaceousVegetation/HerbaceousVegetation_1969.tif,2,HerbaceousVegetation
River/River_2423.tif,8,River
Residential/Residential_1189.tif,7,Residential
Forest/Forest_1257.tif,1,Forest
SeaLake/SeaLake_2718.tif,9,SeaLake
HerbaceousVegetation/HerbaceousVegetation_1011.tif,2,HerbaceousVegetation
SeaLake/SeaLake_1920.tif,9,SeaLake
Industrial/Industrial_827.tif,4,Industrial
AnnualCrop/AnnualCrop_2115.tif,0,AnnualCrop
SeaLake/Jakarta_000310.tif,9,SeaLake
SeaLake/SeaLake_1462.tif,9,SeaLake
Industrial/Industrial_1551.tif,4,Industrial
Highway/Highway_839.tif,3,Highway
SeaLake/Jakarta_000185.tif,9,SeaLake
SeaLake/SeaLake_1857.tif,9,SeaLake
Pasture/Pasture_517.tif,5,Pasture
PermanentCrop/PermanentCrop_2377.tif,6,PermanentCrop
AnnualCrop/AnnualCrop_411.tif,0,AnnualCrop
